opini_dokumen,opini_label
"Sangat baik dalam proses belajar mengajar kampus 1 mohon diperbaiki, atapnya bocor, dan sangat mengganggu proses belajar mengajar",p
"Tingkatkan sarana dan prasarana seperti ac dan proyektor pengecekan nilai usahakan bisa diluar kampus, bukan hanya dikampus karna antri dan lama",p
"Dalam belajar harus diisi dengan istirahat, artinya jangan fokus dengan belajar terus (ir.joko susetyo, m.t)",p
Ac diperbanyak jaringan wifi diperbanyak,p
Tingkatkan alat penunjang kuliah,p
Diharapkan sarana penunjang kuliah diperbaharui acnya kurang dingin dan spidol nggak ada isinya proyektor jelek,p
"Fasilitas ditingkatkan, kebersihan dan ketertiban",p
"Tiap kelas diberi ac bapak kalau ngasih soal yang sama materinya lebih tepat waktu, buat kelas terasa nyaman dan tidak membosankan (ir.joko susetyo, m.t)",n
Panas ac nya mana,n
"Fasilitas lebih ngeliat nilai diluar kampus, spidol macet lcd mati ac kurang",p
Spidol harus ada isinya jangan kosong bebaskan asap rokok dari kampus renovasi gedung total dan menyeluruh jadikan greenn kampus dan ramah lingkungan,n
Untuk fasilitas agar lebih diperhatikan,p
Faslitas penunjang seperti lcd dan layar pada beberapa kelas perlu perbaikan,p
Harap ruangan kelas ditata ulang dan dibersihkan dari segala bentukl coretan dan membuat sanksi tegas terhadap mahasiswa yang melakukannya,p
Berharap untuk kedepannya di ist akprind jangan ada bebas rokok karena asap rokok mengganggu kenyamanan mahasiswa saat dikampus,p
"Untuk kedepannya akprind harus lebih baik lagi, direnovasi atau dicat agar tidak kelihatan seperti kampus tua, juga harus dicek karena sudah sebagian ac sudah tidak berfungsi sebagaimanan mestinya terimakasih",p
"Dalam penjelasan materi kadang tidak sesuai dengan judul matakuliah sehingga saya mersa sedikit binggung nurul dzakiya, s.si, m.sc",p
"Tambahkan semangat untuk mengajar para mahasiswa/i lebih dari tahun ini nurul dzakiya, s.si, m.sc",p
Ditambahkan kipas angin diruang b2-15,n
Fasilitas yang ada dikelas tolong disediakan dengan sebaik mungkin lcd tolong diperbaiki lagi sehingga pelajaran berjalan dengan baik,p
Kampus kita harus membuat aturan bahwa dilarang merokok diarea kampus,p
Kursi jelek,n
Sebaiknya kursi2 dan spidol harus dapat diperbaharui lagi karena banyak sekali kata2 kotor di kursi,n
"Mohon untuk tingkatkan lagi fasilitas perkuliahan terutama bidang geologi masih banyak alat yang belum dimiliki, mohon untuk diadakan agar mahasiswa dapat nyaman dalam praktikum kampus 2 lantai 2 harus milik geologi akprind kita kurang tempat",p
Tambah sarana dan prasarana dan penggantian lcd dan ac yang rusak jaringan internet dikuatkan lagi,p
Ac diberi pemeliharaan rutin tolong ditambah mesin atm beri perhatian khusus terhadap kopma kita,p
Dibuat wilayah/tempat khusus merokok,p
Ac dikampus 3,n
Jika menerangkan jangan cepat cepat,n
Kampus 3 diberi pintu belakang,p
"Kampus tiga kasih pintu belakang, direnovasi, disediakan perpustakaan sediakan wifi, sediakan tempat parkir, tolong jangan cuma dibaca ",p
"Kampus 3 kurang parkuran, wifi pintu belakang",n
"Jika menerangkan jangan cepat2 (ir.risma adelina,m.t)",n
"Lcd tidak jelas, ac kurang",n
Fasilitas kampus sangat kurang parkir kampus kurang memadahi,n
"Wifi kurang, ac gak dingin, butuh spidol",n
Fasilitas sangat kurang,n
Agar setiap ruangan ditambah ac demi kenyamanan belajar,p
"Agar cara pengambilan krs untuk lebih efektif dan pengambilan kartu ujian, untuk kelas yang bocor agar diperbaiki dan ac yang tidak berfungsi serta proyektornya",p
Wifi kampus 3,n
"Fasilitas atm, tolong saran & kritik kami dilengkapi",n
Fasilitas koneksi widi disediakan gratis (wajib),n
"Ruangan panas, tolong ac",n
Komputer login sia kampus 3 wifi kampus 3 dimaksimalkan masih kadang jalan kadang tidak,n
Tolong sarana penunjang yaitu fasilitas atm dan untuk sistem akademik sebaiknya nilai secara online dan dapat dilihat dimana saja bukan hanya bisa pada kampus ,p
"Bayar mahal kampus harus direnovasi, dari dulu sampai sekarang bentuk dan warna kampus tidak ada perubahan",n
Tolong disetiap kamar mandi kampus iii diberi tempat sampah,n
Penambahan referensi buku perpustakaan untuk lebih lengkap,p
Tambah ac dikelas,p
"Kasih nilai tidak adil !!! (ir.risma adelina,m.t)",n
Wifi tidak terjangakau baik didalam kelas,n
Kurangnya fasilitas kampus 3,n
Sarana dan prasarana ditingkatkan lagi,p
Tempat khusus merokok,p
"lcd diperbaiki, ac diperbaiki, spidol untuk kegiatan pembelajaran ditambah, student lounge diberi kipas angin agar tidak terlalu pengak",p
Kasih ac diruangan,n
"1. proyektor jelek, 2.ac tambah lagi, 3. spidolnya kosoong harap diganti/diisi, 4. diharapkan bangku kursi dicat ulang ",n
Pasang ac di ruang kelas kampus 3,n
"Atm tolong diadakan, ac diberi pemeliharaan ",n
Kelas kurang ergonomis,n
Lcd dan pendingin ruangan lebih ditentukan lagi banyak ruangan yang lcd mati dan ac tidak hidup,n
Fasilitas ruangan kurang,n
Perbaiki dan perbaharui fasilitasnya,p
"Tolong ruangan dikasih ac ya mohon sekali, panase ra umum",n
Perbaiki sarana dan prasarana,p
"Ruangan panas, kipas kurang",n
"Plafon kelas diganti baru/dicat ulang, ac jangan cuma jadi accesoris, sipodol setiapdosen masuk diisi, wifi diperluas setiap susut kampus",n
"Ruang terlalu panas, perlu ac",n
"Fasilitas ditambah, biaya bayar kuliah mahal ruangan kuliah tidak efektif untuk belajar tambah ac tiap kelas , ac",n
Beri kami ac dan fasilitas memadai yang dapat kami manfaatkan untuk perkuliahan kami karena sekarang sangat kurang/wifi dikampus ii jaringan sangat kurang kami tidak bisa mengakses jaringan internet untuk memudahkan kami,n
Harap segera perbaiki ac diruangan balapan b terutama ruang b2-14 yang ac kurang dingin,p
Mohon kelas difasilitasi ac,p
Beri kami ac,n
Minta ac,n
"Fasilitas dikelas perlu ditingkatkan seperti ac, wifi, lcd untuk ibu dosen rokhana dwi bekti, s.si., m.si. tetap seperti sekarang dalam mengajar tetap sabar dan baik sama mahasiswa dan cara mengajarnya sudah sangat baik buat saya",p
Diperlengkap lagi kami butuh bukti bukan kuisioner,n
Meningkatkan kenyamanan kelas dan fasilitas yang kurang,p
"Fasilitas kelas perlu ditingkatkan seperti lcd, wifi, ac dan keperluan lain yang menunjang pembelajaran mahasiswa dikelas untuk ibu dosen rokhana dwi bekti, s.si., m.si. cara mengajarnya sudah sangat baik",p
Fasilitas kurang memadai (kurang ac),n
"-ac buat pajangan atau buat dipakai ? sayang duit kalao gak dipakai !, atap bocor !!! perbanyak pohon kampus !!!",n
Ditingkatkan lagi supaya lebih baik tahun depan,p
"Ruang kelas dan fasilitasnya mohon diperhatikan dan kalau bisa tolong pasang ac biar gak kepanasan sukese buat melahirkannya ya bu rokhana dwi bekti, s.si., m.si. semoga anaknya sehat dan tumbuh menjadi anak yang soleha",n
Kalau bisa kampus tambah pohon,p
"Dalam pengajaran suara saat pengajaran agak diperbesar dan lahirannya lancar semoga dapat anak yang cantik/ganteng sholeh dan sholeha amin rokhana dwi bekti, s.si., m.si.",p
Peningkatan fasilitas di ruangan kelas,p
"Ac titambah dingin dan banyak, spidol diisi, lcd ganti , tolong dimengerti !",n
"Semoga selanjutnya suara di lebih besarkan lagi dan kita lebih atraktif lagi dan semoga ibu rokhana dwi bekti, s.si., m.si. melahirkan dengan lancar dan selamat sehat wal afiat baik ibu maupun bayinya amin",p
"Berkaiatan dengan ruang kelas dan fasilitasnya diperlukan perbaikan lain guna pembelajaran yang lebih baik sedangkan mengenai dosennya dalam menyampaikan materi baik tapi perlu ditingkatkan kekerasan suaranya buat bu rokhana dwi bekti, s.si., m.si. sukses ya",p
Tempat khusus merokok,p
"Semoga ad ac, wifi proyektor baru, bangku baru, kamar mandi yang baik dan yang terbaik buat akpring yogyakarta",p
Penggunaan ac mohon lebih dimaksimalkan (kurang dingin),n
"Ac, lcd, ohp diperbaiki",n
Kelayakan ac tiap ruang dicek lagi karena sebagian sarana tidak berfungsi dan bikin mahasiswa kesel,n
Perlu ditambah ac dan lcd diperbaiki,n
"Ac perlu diperbanyak agar kelas tidak panas seperti neraka, lcd perlu diperbaiki",n
"Semoga ada ac, wifi proyektor baru, bangunan baru, kamar mandi yang baik dan dosennya bersahabat",n
Tolong diperhatikan dalam ruang ada beberapa ruangan asap bocor,n
"Ac kurang dingin, 2. kursi tidak layak pakai",n
Tembok mohon dicat yang rapi!!!,n
Tunjukan kontribusinya terhadap mahasiswa,n
"Saran saya tolong dan sangat mohon kenyamnan ruangan, kursi, tolong ya pak, kmai kuliah bayar ",n
"Ac, spidol, lcd diperlengkapan dikelas agar lebih diperhatikan ",n
"Ac, spidol !!!",n
"Ac kurang dingin, spidol gak kacau, wifi kurang, butuh pohon, green",n
"Ac kurang dingin, spidol diisi, kurang wifinya manaaaa?? parkiran kayak kandang burung",n
"Spidol kurang banyak, ac kurang dingin/ac bukan pajangan",n
"*kelengkapan modul, perbanyak spidol, kurangnya ketepatan ",n
Ac mati kurang dingin,n
"Ruangan panas, tambah ac dikelas !!!",n
"Ac dan kipas sering mati, student lounge dan wifi diperbaiki, kopma dan kantin diperbesar",n
"Batu dikuliah yang dibimbing oleh bu sepridawati ini kuliah tidak boleh pergi ke kamar mandi/wc, tolong jurusan/baa menimbangkan lagi apakah dosen ini patut menjadi dosen !!",n
"Ganti kursi, kipas baling-baling dilepas",n
"Spidol, acnya juga kurang adem",n
"Ac diberi pemeliharaan, tolong diadakan atm",n
Semoga ac kelas lebih dingin,p
"Untuk kedepannya ac,lcd dan papan tulis ditambah lagi",p
Lengkapkan fasilitas kampus & kalau bisa yang jadi dosen dr. muchlis aja yang ngajar,p
Pas pak muchlis yang mengajar itu semua mahasiswa sangat mudah memahami nateri intinya,p
"Lcd, proyektor direparasi, hotspot diperluas ",p
Kampus perlu dicat ulang,n
"Karyawan bapak-2 (t. mesin) yang dijurusan diganti aja, gak enak orangnya, cuek banget, ngga melayani mahasiswa",n
Perlengkapan ac yang kurang disetiap ruangan kelas,n
Semua ruang kelas dipasang ac dong,n
Ruangan dicat ulang,n
Sarana parkir perlu ditambah,p
Ketegasan perlu ditingkatkan dalam menyampaikan materi thermodinamika i,p
"Tolong dibangun area bebas rokok dikampus, para perokok dikandangkan jadi biar tidak mengganggu orang disekitar",n
"Layarv tampilan proyektornya terlalu kecil, sehingga kalau ada orang dibelakang tidak melihat ketika dosen lagi ngajar",n
Cat ulang tembok karena banyak coretan,n
Ketika menjelaskan materi dosen kurang jelas bicaranya sehingga mahasiswa sulit untuk menangkap materi (thermodinamika i),n
Berikan kami kenyamanan dalam program pembelajaran,p
Kami butuh ac,n
Pengembangan daru dalam bukan pujian dari luar !!!,n
"Kampus iii harus dipasang ac, dilengkapi wifi, dicat baru, proyektor baru biar proses pembelajaran tidak terhambat dan ibu rokhana dwi bekti, s.si., m.si. tetap menjadi dosen yang ramah dan penyabar",p
Tembok ruang kelas banyak coretan,n
"Fasilitas kampus lebih ditingkatkan lagi seperti digantinya kipas dengan ac proyektor kursi revovasi kampus agar lebih besar lagi gedungnya, cat kampus harap diganti dan itambah kantin",p
"Demi kenyamanan dalam belajar fasilitas kelas seharusnya sesuai dengan kenyamanan seperti ac, proyektor, kursi dan kondisi ruang kelas yang rusak rokhana dwi bekti, s.si., m.si. tetap jadi disen yang terbaik",p
Kelas dikampus iii secepatnya ada ac,n
"Perlu ditingkatkan lagi sarana dan prasarana, kursi perlu diganti (sudah uzur), tambah ruangan yang perl;u ac tambahan, tolong buatkan atm",p
Dalam memberikan materi perkuliahan sebaiknya lebih mendalam dan memperhatikan kemampuan mahasiswanya selama ini ibu dosen sudah mengajar kami sekalian dengan baik dan tidak penuh tekanan kalau boleh pada setiap rauang kuliah dilengkapi fasilitas seperti ac,p
"Mohon tulisannya yang jelas susah memhami, kurang subjactif terhadap mahasiswa, materinya thermodinamika i kurang dimengerti",p
Mohon diberi ac dan ruangannya diperbaiki lanyainya,p
Mohon ruangannya diberi kipas yang lebih dingin atau ac,p
Ada pengecatan tembok supaya bersih !!!,n
"Untuk dikampus 3 sangat membutuhkan ac, wifi gratis untuk lebih meningkatkan mutu mahasiswa",p
Mahasiswa perlu inetraksi dengan dosen,p
"Kenyamanan diruang kelas adalah cermin kualitas kampus, ac banyak yang tidak berfungsi !!!",n
Transparansi kebijakan kampus,n
Tingkatkan kebersihan dan kenyamanan kampus,n
Acnya tolong diperbaiki,n
Kebersihan kelas diperhatikan,n
Acnya buat pajangan !!! tolong diganti,n
Ac pak ac,n
"Jangan suka telat ya ibu yang cantik (rahayu khasanah,s.t, m.eng)",n
Nilai tolong ya bu,n
"Ac kurang dingin , kotor",n
Acnya masih banyak yang mati,n
Saran kedepanya semoga lebih baik lagi,p
Ac banyak yang mati,n
"Kuran tepat waktu (rahayu khasanah,s.t, m.eng) ruang kelas ditambah ac",n
Mohon kelayakan bagi mahasiswa khususnya fasilitas prasarana,n
"Fasilitas wifi diperbaiki, ruang iskusi, kelayakan fasilitas laboratorium",p
"Ruang kelas dikasih ac, wifi, meja rusak diganti",n
Kelas tidak ada ac meja banyak coretan,n
Fasilitas wifi kurang,n
"Ga usah pakai saaran ,cukup disadari aja",n
"Ruangannya perlu diberi ac, parkiran kampus 1 sarana olah raga kurang memadai",n
"Tolong papan tulis diganti, kalau bisa 1 kelas acnya 4",n
Wifi kurang,n
Ac kurang wifi kurang,n
Pakai ac biar ga panas,n
Sarana dan prasarana kampus lebih ditingkatkan,p
"Disediakan contoh gambar yang nyata agar mahasiswa lebih paham dan lebih menarik dan meningkatkan minat belajar (rahayu khasanah,s.t, m.eng)",p
"Kelas full ac, sarana prasarana diperpustakaan parkir kurang rapi harusnya dibuat tempat parkir",p
"Tolong dimudahkan lagi nilainya ya bu (rahayu khasanah,s.t, m.eng)",p
Fasilitas sarana penunjang ditingkatkan demi kenyamanan dalam belaajar,p
"Ac, wifi, keamanan parkir dikampus 3",p
Ruangan harus ber ac ,n
Memperbanyak jaringan wifi segera,n
Jangan suka telat ya bu rahayu khasanah,p
Kurangnya sarana dan prasarana perpustakaan,n
"Ditambah wifi, free wifi",p
Kampus 3 agar dikembangkan,p
Acnya kok panas ya !!,n
Penyediaan wifi dan ac,p
Wifi + penerangan ditambah,p
Sebaiknya penerangan dikampus 3 disempurnakan lagi,p
"Fasilitas wifi dikampus 3 mohon diadakan, parkiran kampus 3 diberi kanopi/penutup seluruhnya secepatnya",n
Pak rektor ,p
Kantin diperbaiki tempat parkir dikampus 3 diperbaiki (atap) semua kekurangan yang ada dikampus ist akprind dilengkapi tolong wifi dikampus 3 3 harap diperbaiki,p
Renovasi harus dilakukan,n
Wifi diperbanyak kebersihan ditingkatkan fasilitas kipas/ac diadakan kampus butuh penghijauan,p
Semoga kampus 3 memiliki ac dan wifi gratis dan dosennya semakin baik,n
Pakai ac karena paans,n
Menambah ac di ruangan,n
"Datang lebih tepat waktu , bukan hanya mahasiswa yang harus tepat waktu,(rahayu khasanah)",n
Lebih banyak cerita2 atau pengalaman tentang hidrologi dan diperbagus pergedungan dan ditambah kebersihannya jangan diarea kampus,p
Semoga dengan kuesioner ini akprind menjadi lebih baik,p
Adakan fasilitas ac dan wifi,p
Diadakan praktikum dibuat kampus 4 supaya akprind lebih maju dibuat kantin supaya tidak kelaparan susah mencari makan,p
Sangat dibutuhkan kerjsamanya dosen dan mahasiswa agar dapat menyesuaikan perkuliahan dengan tepat waktu,n
Sarna penunjang ditingkatkan,p
Kita butuh rasa aman dan nyaman saat dikampus dan diruangan(lab) fasilitas kampus kurang memadai ac disetiap ruangan perluasan lahan parkir lantai bangunan dan atap,n
"Sarana wifi dikampus kurang memadai dan tidak konek internet waktu kuliah jangan terlalu sore (sudah capek, lelah, lesu, lunglai)",p
Pemeliharaan sarana dan prasarana ditingkatkan,p
Untuk portal informasi mahasiswa juga diberikan dikampus 3 untuk tempat parkir dikampus 3 sebaiknya semuanya diberi atap tidak hanya bagian utara,p
Tolong dipasang wifi dikampus 3 dan komputer portal,p
"Ruang kelas kurang ac lantai dikampus 3 yang rusak segera diperbaiki papan tulis dikampus 3 diganti yang lebih luas komputer dikampus 3 diaktifkan lagi, nyalakan wifi dikampus 3",n
Kebersihan ruang kelas agar lebih ditingkatkan lagi,p
Nyalakan wifi dikampus 3,p
Semua kelas diperdingin lagi acnya!!!,n
"Sebaiknya fasilitas yang sudah ada diperbaiki lagi, pemasangan wifi untuk mempermudah mencari informasi. pemasangan portal untuk mempermudah mahasiswa melihat informasi tentyang matakuliah",p
Penambahan ac disemua ruangan pengok,p
"Fasilitas kelas diperbaiki ac, lantai yang bolong rusak segera diperbaiki",n
"Tambahkan komputer biar bisa liat nilai dikampus 3 tidak hanya dikampus 1 tambahkan ac, wifi, kantin, lantai ruang kelas yang rusak diperbaiki",p
Kalau ngajar jangan kakau sama mahasiswa,n
Matakuliah ini terbilang penting dan itu perlu sikap memperhatikan pembelajaran dari dosen ,p
"Jangan ada pergantian dosen, ruangan panas ",n
Papan tulis ruangan harap diganti ruangan panas mohon diberi ac,n
"Papan tulis sudah hitam, tembok coret-coret dicat ulang",n
Fasilitas kampus yang masih kurang harap diperbaiki kembali demi kenyamanan mahasiswa,p
Mohon parkiran dikasih cctv,p
"Wifinya jelek, ac panas, parkir kurang",n
"Ac ruang b2-14, 15 kurang dingin ",n
"Kampus 3 mungkin lebih baik menggunakan pendingin ruangan, lahan parkir kurang luas, ditambah portal komputer, wifi mohon ditindak lanjuti",p
Tolong dipsang wifi dan portal dikampus 3,n
"Sebaiknya fasilitas2 yang sudah ada diperbaiki kembali supaya lebih maksimal sebaiknya dipasang ac, wifi dikampus3, tempat parkir yang teduh, pemasangan portal untuk mempermudah mahasiswa melihat nilai dan pengetahuan tentang kampus",p
Ac rasa blower,n
Ini ac apa blower sih ? panas ngets !!!,n
"Ac, parkir, wifi mohon ditindak lanjuti agar mahasiswa nyaman tentram, portal mohon ditambahkan juga",p
Tambahkan ac dan kantin,n
Untuk portal sebaiknya dikasih juga dikampus 3 untuk parkiran dikampus 3 dikasih atap untuk fasilitas wifi sebaiknya diperbaiki,p
"Fasilitas wifi dikampus 3 mohon diadakan, parkiran diberi penutup secepatnya",p
Tolong semua saran dari mahasiswa/i dipenuhi secepatnya,n
Komputer dikampus 3 diaktifkan lantai dikampus 3 diperbaiki kampus 3 kurang ac parkiran kurang nyaman wifi segera diperbaiki,n
"Tambahkan komputer dikampus 3, biar bisa lihat nilai tidak hanya dikampus 1 tambahkan ac, kantin lantai ruang kelas yang dikampus 3 diperbaiki",p
Eruskan agar lebih baik lagi,p
"Mohon kelas untuk diperindah, agar nyaman dalam proses belajar, please banget",n
